OrderID,Date,Product,Region,Sales,Profit
6706,04/05/2023,Printer,East,299,101
6707,12/24/2023,Mouse,Central,964,268
6708,10/01/2023,Tablet,East,1800,365
6709,03/28/2023,Mouse,North,1490,288
6710,03/13/2023,Smartphone,East,561,185
6711,01/31/2023,Monitor,Central,998,255
6712,03/06/2023,Tablet,North,110,13
6713,05/25/2023,Tablet,West,788,175
6714,06/02/2023,Tablet,East,678,248
6715,01/11/2023,Keyboard,East,501,182
6716,11/14/2023,Keyboard,North,633,147
6717,05/11/2023,Smartphone,Central,1983,320
6718,08/16/2023,Tablet,West,412,112
6719,06/18/2023,Smartphone,East,1300,403
6720,08/17/2023,Tablet,West,1347,283
6721,02/04/2023,Printer,East,543,162
6722,03/26/2023,Keyboard,East,503,142
6723,08/28/2023,Keyboard,West,882,208
6724,09/25/2023,Tablet,South,578,95
6725,05/31/2023,Tablet,East,1530,192
6726,08/03/2023,Monitor,South,1307,463
6727,03/06/2023,Smartphone,West,124,46
6728,05/26/2023,Printer,South,1865,229
6729,10/23/2023,Printer,West,1500,414
6730,12/24/2023,Tablet,Central,618,176
6731,02/18/2023,Smartphone,Central,1846,654
6732,09/16/2023,Keyboard,East,803,309
6733,03/15/2023,Mouse,Central,908,117
6734,08/22/2023,Monitor,North,1364,282
6735,09/02/2023,Mouse,East,386,99
6736,07/06/2023,Smartphone,West,397,69
6737,11/10/2023,Laptop,Central,672,226
6738,02/06/2023,Laptop,West,165,39
6739,12/12/2023,Monitor,South,1061,165
6740,02/25/2023,Printer,North,581,131
6741,09/16/2023,Keyboard,East,1476,574
6742,08/03/2023,Tablet,East,810,125
6743,06/16/2023,Keyboard,North,1157,118
6744,10/14/2023,Monitor,South,573,191
6745,10/06/2023,Smartphone,West,1425,179
6746,06/24/2023,Smartphone,West,93,34
6747,10/29/2023,Monitor,North,588,214
6748,08/31/2023,Smartphone,Central,1172,289
6749,11/24/2023,Laptop,Central,469,172
6750,01/01/2023,Printer,North,1507,452
6751,07/08/2023,Tablet,South,1127,311
6752,11/07/2023,Smartphone,East,1471,526
6753,08/07/2023,Keyboard,Central,559,78
6754,10/17/2023,Tablet,Central,1534,457
6755,11/28/2023,Monitor,East,1163,385
6756,10/11/2023,Keyboard,East,1625,552
6757,03/16/2023,Laptop,West,1744,344
6758,01/22/2023,Laptop,North,1081,180
6759,03/17/2023,Laptop,South,1743,187
6760,07/03/2023,Laptop,Central,733,106
6761,02/05/2023,Mouse,East,365,145
6762,06/17/2023,Tablet,East,1721,364
6763,12/18/2023,Smartphone,East,448,56
6764,05/09/2023,Keyboard,South,1535,168
6765,11/28/2023,Keyboard,South,731,188
6766,06/02/2023,Keyboard,Central,323,126
6767,02/18/2023,Keyboard,North,1008,158
6768,05/12/2023,Laptop,South,540,145
6769,11/04/2023,Smartphone,Central,554,173
6770,07/06/2023,Laptop,North,668,126
6771,05/18/2023,Mouse,North,944,155
6772,01/21/2023,Keyboard,West,1698,365
6773,09/25/2023,Tablet,West,876,127
6774,11/15/2023,Keyboard,West,451,73
6775,02/27/2023,Monitor,South,1310,496
6776,05/21/2023,Keyboard,Central,428,161
6777,07/01/2023,Tablet,West,853,144
6778,08/17/2023,Laptop,North,1983,405
6779,03/11/2023,Monitor,North,1430,373
6780,11/25/2023,Monitor,South,239,32
6781,06/20/2023,Smartphone,North,811,203
6782,06/25/2023,Tablet,Central,431,85
6783,04/14/2023,Mouse,North,427,120
6784,02/08/2023,Keyboard,East,795,125
6785,07/05/2023,Monitor,South,511,87
6786,10/18/2023,Laptop,South,554,127
6787,01/18/2023,Tablet,Central,129,26
6788,03/06/2023,Tablet,East,1330,183
6789,03/02/2023,Mouse,South,1146,191
6790,06/04/2023,Printer,North,53,6
6791,08/28/2023,Printer,East,1957,325
6792,09/22/2023,Keyboard,Central,85,23
6793,07/24/2023,Tablet,East,492,72
6794,06/11/2023,Tablet,Central,1894,658
6795,09/20/2023,Keyboard,South,1253,234
6796,12/30/2023,Keyboard,North,1206,474
6797,09/27/2023,Keyboard,North,79,25
6798,06/02/2023,Smartphone,North,1712,363
6799,12/03/2023,Monitor,Central,1483,432
6800,10/27/2023,Laptop,West,1710,261
6801,03/02/2023,Tablet,North,970,374
6802,02/13/2023,Printer,North,163,22
6803,07/16/2023,Tablet,South,412,135
6804,12/31/2023,Smartphone,South,1455,565
6805,03/18/2023,Smartphone,East,1536,289
6806,10/19/2023,Keyboard,North,67,23
6807,05/12/2023,Monitor,West,1144,247
6808,07/26/2023,Keyboard,East,884,187
6809,02/09/2023,Tablet,West,1084,410
6810,10/02/2023,Monitor,South,599,197
6811,02/20/2023,Smartphone,North,1745,252
6812,11/01/2023,Laptop,Central,765,251
6813,01/05/2023,Mouse,South,1767,659
6814,08/06/2023,Mouse,West,172,24
6815,11/24/2023,Mouse,East,173,18
6816,05/09/2023,Printer,South,108,27
6817,11/10/2023,Keyboard,Central,975,132
6818,01/29/2023,Laptop,Central,900,123
6819,11/17/2023,Tablet,East,1002,380
6820,10/22/2023,Printer,Central,1168,225
6821,08/21/2023,Tablet,Central,1361,371
6822,07/01/2023,Tablet,South,1943,539
6823,09/10/2023,Keyboard,South,922,150
6824,01/28/2023,Laptop,South,716,219
6825,11/16/2023,Printer,West,1259,466
6826,11/06/2023,Laptop,South,947,324
6827,11/26/2023,Tablet,Central,1193,311
6828,12/16/2023,Printer,Central,911,321
6829,07/10/2023,Smartphone,North,377,147
6830,08/06/2023,Laptop,West,519,56
6831,01/26/2023,Printer,West,1747,569
6832,04/03/2023,Laptop,South,1114,291
6833,11/04/2023,Monitor,South,939,285
6834,10/14/2023,Tablet,South,84,19
6835,01/19/2023,Tablet,Central,1841,350
6836,11/28/2023,Mouse,South,1730,256
6837,07/16/2023,Printer,South,1869,450
6838,11/24/2023,Mouse,West,320,101
6839,05/03/2023,Smartphone,South,917,333
6840,09/24/2023,Laptop,Central,395,150
6841,07/06/2023,Tablet,East,1130,275
6842,06/29/2023,Smartphone,West,464,69
6843,04/24/2023,Keyboard,South,1346,522
6844,10/02/2023,Laptop,East,893,180
6845,12/04/2023,Keyboard,West,1300,382
6846,11/06/2023,Monitor,East,81,22
6847,03/03/2023,Laptop,East,1248,138
6848,02/16/2023,Keyboard,East,1783,667
6849,11/04/2023,Monitor,North,1598,462
6850,10/29/2023,Keyboard,West,1371,387
6851,10/19/2023,Smartphone,West,1147,268
6852,09/27/2023,Monitor,Central,228,27
6853,06/07/2023,Smartphone,South,743,128
6854,10/12/2023,Mouse,East,1869,341
6855,01/08/2023,Laptop,East,1631,634
6856,06/11/2023,Keyboard,North,1755,530
6857,08/31/2023,Tablet,North,950,284
6858,04/17/2023,Smartphone,South,252,95
6859,01/15/2023,Laptop,North,442,92
6860,12/25/2023,Mouse,North,1241,169
6861,04/07/2023,Keyboard,South,1492,162
6862,10/02/2023,Mouse,South,530,74
6863,05/14/2023,Laptop,North,1036,135
6864,05/31/2023,Mouse,Central,1099,217
6865,02/17/2023,Laptop,East,1727,533
6866,02/01/2023,Mouse,North,457,122
6867,06/11/2023,Monitor,North,1777,368
6868,07/12/2023,Tablet,South,459,60
6869,08/05/2023,Mouse,West,172,50
6870,06/03/2023,Printer,East,857,276
6871,06/21/2023,Monitor,North,1006,217
6872,08/23/2023,Monitor,North,453,160
6873,06/11/2023,Tablet,West,111,43
6874,01/15/2023,Keyboard,West,1746,343
6875,08/07/2023,Tablet,West,1179,288
6876,01/10/2023,Mouse,West,684,221
6877,03/21/2023,Smartphone,West,77,17
6878,07/24/2023,Mouse,North,96,15
6879,11/21/2023,Printer,West,1098,178
6880,04/07/2023,Printer,South,1235,196
6881,08/19/2023,Laptop,North,1394,523
6882,08/15/2023,Mouse,Central,1296,274
6883,05/13/2023,Laptop,East,398,63
6884,04/07/2023,Tablet,South,899,283
6885,05/24/2023,Smartphone,North,96,36
6886,06/14/2023,Monitor,East,1380,165
6887,01/27/2023,Keyboard,Central,1305,155
6888,10/06/2023,Laptop,Central,211,28
6889,05/10/2023,Keyboard,South,1176,243
6890,01/27/2023,Keyboard,North,1937,656
6891,09/10/2023,Smartphone,North,245,93
6892,11/08/2023,Keyboard,Central,299,58
6893,08/09/2023,Laptop,North,1398,531
6894,05/16/2023,Printer,Central,178,35
6895,05/17/2023,Tablet,South,1071,177
6896,05/02/2023,Laptop,East,1183,160
6897,01/31/2023,Keyboard,North,707,186
6898,11/10/2023,Keyboard,East,1817,401
6899,01/02/2023,Tablet,North,194,35
6900,01/30/2023,Printer,Central,1745,409
6901,03/06/2023,Keyboard,West,381,74
6902,09/06/2023,Laptop,South,733,241
6903,07/21/2023,Laptop,South,1818,661
6904,11/22/2023,Printer,South,350,101
6905,04/14/2023,Printer,East,1823,341
6906,12/09/2023,Monitor,South,1779,600
6907,07/26/2023,Printer,North,1609,220
6908,03/31/2023,Smartphone,South,1756,692
6909,03/24/2023,Laptop,West,724,150
6910,10/26/2023,Tablet,East,200,54
6911,02/15/2023,Laptop,East,247,64
6912,02/01/2023,Keyboard,South,768,157
6913,02/01/2023,Laptop,East,136,20
6914,10/24/2023,Tablet,South,1450,248
6915,12/23/2023,Keyboard,South,765,153
6916,12/05/2023,Monitor,North,1956,589
6917,09/04/2023,Monitor,East,455,51
6918,08/03/2023,Laptop,South,906,316
6919,05/22/2023,Mouse,North,1868,708
6920,03/04/2023,Monitor,East,1696,296
6921,09/29/2023,Tablet,South,1350,327
6922,04/17/2023,Keyboard,West,472,168
6923,07/05/2023,Keyboard,West,1599,244
6924,04/28/2023,Laptop,West,529,184
6925,04/02/2023,Laptop,South,1952,222
6926,11/25/2023,Monitor,West,764,157
6927,05/18/2023,Monitor,Central,441,170
6928,09/30/2023,Tablet,North,1422,252
6929,06/14/2023,Mouse,East,1509,398
6930,02/28/2023,Smartphone,West,803,139
6931,08/26/2023,Laptop,North,1524,219
6932,05/12/2023,Keyboard,West,1853,361
6933,03/13/2023,Smartphone,Central,1256,472
6934,09/28/2023,Laptop,West,1331,349
6935,12/17/2023,Tablet,West,675,197
6936,07/24/2023,Monitor,South,1414,525
6937,03/22/2023,Keyboard,East,158,57
6938,01/06/2023,Tablet,West,82,11
6939,06/24/2023,Keyboard,North,1133,209
6940,11/29/2023,Laptop,Central,1379,401
6941,01/16/2023,Printer,Central,170,50
6942,10/13/2023,Printer,East,787,203
6943,05/15/2023,Monitor,Central,1238,331
6944,09/12/2023,Mouse,South,528,89
6945,08/02/2023,Monitor,Central,516,114
6946,07/20/2023,Laptop,North,1347,432
6947,07/26/2023,Smartphone,East,1853,410
6948,05/05/2023,Smartphone,Central,1845,667
6949,09/03/2023,Monitor,South,1893,424
6950,01/29/2023,Keyboard,South,427,112
6951,11/03/2023,Tablet,South,1187,402
6952,03/13/2023,Tablet,Central,1701,531
6953,01/28/2023,Printer,Central,1168,423
6954,11/13/2023,Smartphone,East,1693,489
6955,04/19/2023,Tablet,South,940,114
6956,03/10/2023,Keyboard,West,1654,459
6957,05/21/2023,Smartphone,North,1285,173
6958,12/07/2023,Laptop,Central,690,262
6959,05/14/2023,Mouse,West,185,58
6960,07/24/2023,Printer,East,905,261
6961,05/22/2023,Printer,Central,521,201
6962,01/31/2023,Keyboard,South,1071,196
6963,12/10/2023,Laptop,East,729,136
6964,01/06/2023,Keyboard,South,1195,373
6965,11/15/2023,Monitor,West,1073,318
6966,05/27/2023,Mouse,Central,1162,406
6967,07/09/2023,Tablet,North,489,140
6968,08/27/2023,Mouse,South,841,196
6969,12/05/2023,Keyboard,West,576,85
6970,01/17/2023,Keyboard,South,1546,185
6971,05/22/2023,Smartphone,Central,250,98
6972,11/06/2023,Monitor,North,1653,569
6973,03/16/2023,Keyboard,North,134,42
6974,08/05/2023,Printer,West,1324,270
6975,02/23/2023,Mouse,West,447,144
6976,04/24/2023,Smartphone,North,681,250
6977,06/18/2023,Tablet,Central,1035,403
6978,09/11/2023,Tablet,East,761,102
6979,02/19/2023,Keyboard,South,398,64
6980,04/09/2023,Laptop,East,676,227
6981,10/21/2023,Printer,Central,503,190
6982,05/07/2023,Keyboard,Central,561,136
6983,10/08/2023,Tablet,Central,1219,449
6984,01/15/2023,Smartphone,North,450,82
6985,12/25/2023,Laptop,Central,991,316
6986,02/08/2023,Mouse,West,656,181
6987,05/03/2023,Keyboard,East,146,25
6988,04/04/2023,Monitor,North,444,143
6989,02/23/2023,Smartphone,West,1271,153
6990,09/19/2023,Keyboard,West,804,106
6991,10/07/2023,Monitor,West,1971,393
6992,12/12/2023,Smartphone,South,1008,348
6993,01/14/2023,Smartphone,North,283,46
6994,03/16/2023,Tablet,West,1751,306
6995,06/29/2023,Tablet,East,1609,215
6996,11/25/2023,Tablet,North,1759,569
6997,08/22/2023,Printer,South,141,28
6998,08/13/2023,Mouse,South,1674,433
6999,08/21/2023,Keyboard,West,350,79
7000,12/21/2023,Printer,South,328,103
7001,03/24/2023,Monitor,East,620,156
7002,02/24/2023,Mouse,North,1171,234
7003,01/15/2023,Keyboard,East,629,202
7004,05/21/2023,Tablet,South,1670,590
7005,02/26/2023,Tablet,South,528,102
7006,11/29/2023,Tablet,North,1742,181
7007,04/15/2023,Mouse,West,1240,407
7008,01/30/2023,Printer,Central,877,223
7009,09/10/2023,Printer,North,151,37
7010,07/31/2023,Mouse,North,1653,602
7011,03/23/2023,Smartphone,East,1606,632
7012,11/25/2023,Keyboard,East,1109,438
7013,05/29/2023,Tablet,North,1246,245
7014,03/31/2023,Printer,Central,72,27
7015,02/17/2023,Mouse,East,1349,160
7016,06/21/2023,Mouse,East,1507,487
7017,07/11/2023,Smartphone,North,1933,404
7018,01/03/2023,Smartphone,South,1790,214
7019,01/22/2023,Smartphone,East,480,134
7020,09/15/2023,Keyboard,East,1061,273
7021,04/19/2023,Smartphone,West,327,79
7022,08/28/2023,Keyboard,West,995,342
7023,01/21/2023,Laptop,Central,1352,538
7024,01/10/2023,Smartphone,East,1743,627
7025,02/22/2023,Keyboard,South,1180,256
7026,05/15/2023,Keyboard,East,1587,399
7027,06/28/2023,Printer,East,371,78
7028,08/05/2023,Keyboard,North,443,145
7029,01/24/2023,Printer,South,177,60
7030,04/17/2023,Laptop,West,1326,411
7031,12/04/2023,Smartphone,Central,550,168
7032,05/09/2023,Laptop,Central,1697,585
7033,01/30/2023,Smartphone,West,275,73
7034,12/23/2023,Mouse,East,793,129
7035,09/13/2023,Printer,Central,1156,306
7036,05/16/2023,Tablet,South,432,68
7037,01/29/2023,Tablet,West,1914,400
7038,03/04/2023,Smartphone,Central,1868,214
7039,09/12/2023,Smartphone,East,1803,454
7040,12/05/2023,Mouse,South,1735,253
7041,08/08/2023,Monitor,South,1899,500
7042,11/14/2023,Mouse,Central,100,25
7043,08/15/2023,Keyboard,South,379,88
7044,11/19/2023,Mouse,East,1815,584
7045,08/26/2023,Printer,Central,1227,325
7046,01/10/2023,Tablet,West,1867,235
7047,01/21/2023,Monitor,Central,1025,180
7048,08/09/2023,Laptop,South,989,143
7049,11/11/2023,Smartphone,Central,293,83
7050,02/21/2023,Laptop,Central,1015,319
7051,07/28/2023,Printer,East,1197,408
7052,06/25/2023,Smartphone,West,488,59
7053,02/22/2023,Smartphone,Central,1769,502
7054,09/24/2023,Tablet,West,689,94
7055,11/22/2023,Mouse,South,137,26
7056,06/24/2023,Mouse,Central,1727,452
7057,11/06/2023,Keyboard,North,1180,337
7058,01/14/2023,Printer,South,558,63
7059,08/15/2023,Laptop,West,1525,489
7060,09/22/2023,Keyboard,North,243,39
7061,09/28/2023,Mouse,East,1573,491
7062,09/28/2023,Mouse,West,998,354
7063,09/24/2023,Printer,West,1928,511
7064,10/07/2023,Mouse,North,1702,315
7065,04/29/2023,Keyboard,South,612,187
7066,08/11/2023,Keyboard,Central,642,215
7067,12/14/2023,Printer,Central,646,173
7068,11/03/2023,Printer,South,1498,525
7069,03/31/2023,Laptop,Central,1720,448
7070,11/03/2023,Monitor,Central,794,123
7071,09/09/2023,Keyboard,South,810,277
7072,05/15/2023,Mouse,Central,1668,499
7073,03/28/2023,Monitor,Central,715,194
7074,07/31/2023,Printer,Central,1497,327
7075,02/25/2023,Tablet,Central,1439,327
7076,10/24/2023,Printer,West,359,78
7077,07/17/2023,Tablet,West,757,228
7078,05/14/2023,Smartphone,West,1053,367
7079,06/10/2023,Monitor,South,251,80
7080,11/27/2023,Keyboard,South,1836,251
7081,09/14/2023,Smartphone,East,1116,399
7082,05/22/2023,Printer,West,581,91
7083,03/30/2023,Smartphone,North,955,210
7084,01/16/2023,Monitor,South,1976,633
7085,08/14/2023,Smartphone,Central,118,41
7086,08/09/2023,Keyboard,South,646,149
7087,02/09/2023,Mouse,North,1040,172
7088,04/02/2023,Printer,West,1858,577
7089,07/16/2023,Keyboard,North,161,23
7090,09/01/2023,Tablet,South,1675,508
7091,10/25/2023,Keyboard,South,1899,457
7092,06/12/2023,Smartphone,East,1688,432
7093,03/30/2023,Tablet,Central,795,162
7094,10/11/2023,Smartphone,Central,587,79
7095,12/05/2023,Mouse,South,1270,485
7096,02/12/2023,Tablet,South,1327,342
7097,02/22/2023,Smartphone,South,1638,554
7098,02/15/2023,Laptop,South,478,65
7099,04/15/2023,Printer,East,887,240
7100,11/23/2023,Keyboard,Central,1080,405
7101,06/29/2023,Laptop,Central,1863,566
7102,04/24/2023,Tablet,West,1753,585
7103,12/01/2023,Printer,West,541,160
7104,05/31/2023,Tablet,North,553,110
7105,09/02/2023,Smartphone,West,219,84
7106,12/08/2023,Keyboard,Central,1162,303
7107,03/27/2023,Smartphone,Central,1616,424
7108,04/29/2023,Monitor,Central,1902,319
7109,04/30/2023,Keyboard,West,1555,167
7110,11/16/2023,Printer,East,600,103
7111,11/14/2023,Printer,West,1871,228
7112,10/12/2023,Keyboard,South,1449,171
7113,12/27/2023,Smartphone,North,1039,251
7114,10/06/2023,Keyboard,Central,745,183
7115,06/14/2023,Tablet,North,136,40
7116,04/26/2023,Keyboard,South,733,182
7117,07/09/2023,Keyboard,East,1758,554
7118,01/15/2023,Tablet,West,220,55
7119,05/15/2023,Tablet,Central,1431,440
7120,06/25/2023,Keyboard,North,792,239
7121,10/15/2023,Tablet,North,1361,300
7122,03/23/2023,Printer,East,1167,350
7123,06/15/2023,Laptop,East,1805,296
7124,10/13/2023,Printer,North,1017,341
7125,12/05/2023,Printer,South,1454,335
7126,11/05/2023,Smartphone,North,1211,270
7127,01/07/2023,Monitor,East,159,25
7128,10/21/2023,Laptop,West,1189,188
7129,04/16/2023,Printer,South,549,116
7130,07/03/2023,Smartphone,Central,1867,672
7131,10/16/2023,Monitor,South,473,157
7132,10/07/2023,Printer,West,1526,575
7133,02/13/2023,Monitor,West,911,227
7134,06/24/2023,Tablet,North,117,19
7135,03/12/2023,Printer,North,668,167
7136,07/17/2023,Tablet,South,349,88
7137,08/10/2023,Laptop,South,1726,318
7138,12/31/2023,Smartphone,North,848,307
7139,01/23/2023,Printer,West,904,301
7140,01/16/2023,Laptop,Central,459,109
7141,06/20/2023,Monitor,South,1718,455
7142,10/28/2023,Monitor,West,1342,190
7143,02/26/2023,Keyboard,East,1554,244
7144,01/19/2023,Laptop,Central,1030,246
7145,02/26/2023,Mouse,North,1435,328
7146,08/27/2023,Printer,South,1889,602
7147,11/10/2023,Laptop,South,107,20
7148,11/09/2023,Monitor,West,1293,510
7149,11/27/2023,Printer,Central,66,23
7150,09/12/2023,Smartphone,Central,1034,286
7151,12/19/2023,Smartphone,Central,656,250
7152,08/20/2023,Smartphone,Central,1446,173
7153,08/06/2023,Tablet,East,1430,318
7154,05/19/2023,Laptop,North,612,100
7155,07/22/2023,Laptop,Central,810,218
7156,07/07/2023,Tablet,North,704,160
7157,12/19/2023,Smartphone,East,328,84
7158,02/10/2023,Monitor,West,1819,440
7159,08/05/2023,Laptop,West,1487,259
7160,05/15/2023,Monitor,Central,1506,260
7161,10/19/2023,Keyboard,East,189,46
7162,07/06/2023,Monitor,South,725,248
7163,08/12/2023,Laptop,Central,1898,605
7164,12/02/2023,Keyboard,East,82,11
7165,10/03/2023,Printer,Central,754,271
7166,09/03/2023,Mouse,Central,1672,557
7167,06/20/2023,Tablet,South,1502,346
7168,10/28/2023,Monitor,Central,394,152
7169,06/27/2023,Monitor,East,1688,606
7170,04/02/2023,Printer,Central,1691,625
7171,06/01/2023,Laptop,North,164,19
7172,01/17/2023,Printer,East,1406,243
7173,09/12/2023,Printer,East,1886,590
7174,02/28/2023,Keyboard,South,629,241
7175,07/29/2023,Smartphone,West,659,255
7176,04/01/2023,Keyboard,East,1639,395
7177,07/27/2023,Printer,North,421,120
7178,05/22/2023,Smartphone,East,835,85
7179,07/14/2023,Printer,East,1047,214
7180,04/20/2023,Monitor,South,284,79
7181,02/23/2023,Mouse,West,1582,473
7182,09/11/2023,Laptop,Central,863,313
7183,07/27/2023,Tablet,South,865,294
7184,02/20/2023,Tablet,South,589,195
7185,08/05/2023,Printer,West,525,203
7186,12/14/2023,Printer,North,640,255
7187,07/12/2023,Mouse,Central,261,51
7188,04/27/2023,Printer,North,1150,354
7189,07/06/2023,Laptop,West,462,118
7190,08/31/2023,Laptop,West,670,130
7191,11/26/2023,Mouse,North,1938,337
7192,09/03/2023,Mouse,West,154,25
7193,09/08/2023,Printer,East,569,193
7194,04/11/2023,Printer,East,1506,571
7195,08/16/2023,Tablet,South,1347,311
7196,01/25/2023,Mouse,South,1897,582
7197,11/17/2023,Laptop,North,1016,343
7198,06/01/2023,Mouse,North,655,214
7199,08/26/2023,Keyboard,East,1101,307
7200,10/26/2023,Monitor,West,340,79
7201,03/23/2023,Laptop,South,1560,418
7202,08/09/2023,Keyboard,North,1169,330
7203,10/12/2023,Laptop,East,136,43
7204,04/06/2023,Monitor,Central,1047,394
7205,03/23/2023,Printer,West,571,195
7206,08/06/2023,Laptop,South,1178,141
7207,01/06/2023,Mouse,East,802,132
7208,12/12/2023,Keyboard,East,421,92
7209,11/03/2023,Laptop,South,196,29
7210,01/24/2023,Laptop,North,1405,298
7211,12/06/2023,Tablet,West,745,149
7212,01/31/2023,Smartphone,East,1433,147
7213,06/09/2023,Tablet,South,707,109
7214,06/14/2023,Printer,East,902,134
7215,08/17/2023,Printer,East,614,141
7216,09/23/2023,Laptop,East,556,148
7217,11/03/2023,Tablet,East,812,236
7218,06/27/2023,Keyboard,North,1829,236
7219,04/26/2023,Smartphone,Central,392,142
7220,10/13/2023,Monitor,West,1181,265
7221,09/30/2023,Smartphone,North,996,206
7222,03/12/2023,Printer,West,1486,237
7223,11/05/2023,Tablet,Central,910,309
7224,01/06/2023,Mouse,North,1275,420
7225,07/22/2023,Mouse,South,107,42
7226,06/09/2023,Smartphone,West,165,18
7227,02/03/2023,Monitor,North,1030,407
7228,03/15/2023,Keyboard,Central,697,82
7229,07/12/2023,Monitor,West,995,202
7230,05/23/2023,Printer,Central,1172,388
7231,03/06/2023,Monitor,Central,1128,160
7232,07/14/2023,Mouse,East,727,108
7233,07/01/2023,Smartphone,West,1780,689
7234,08/25/2023,Laptop,North,1057,119
7235,02/13/2023,Tablet,Central,1590,295
7236,01/23/2023,Laptop,South,1818,587
7237,10/04/2023,Laptop,North,466,136
7238,07/18/2023,Mouse,West,1953,750
7239,03/20/2023,Smartphone,South,1526,418
7240,09/01/2023,Printer,Central,1529,410
7241,11/23/2023,Tablet,North,367,114
7242,06/07/2023,Smartphone,North,1251,242
7243,08/25/2023,Mouse,Central,619,93
7244,05/25/2023,Smartphone,East,492,113
7245,12/18/2023,Printer,Central,1625,355
7246,02/19/2023,Keyboard,North,1401,289
7247,11/18/2023,Mouse,North,1646,531
7248,10/29/2023,Mouse,East,1665,280
7249,02/19/2023,Laptop,West,1131,425
7250,12/12/2023,Smartphone,Central,1519,514
7251,09/16/2023,Monitor,East,1422,272
7252,08/09/2023,Printer,East,637,71
7253,01/20/2023,Smartphone,Central,942,311
7254,01/23/2023,Printer,East,1379,333
7255,06/05/2023,Printer,North,519,141
7256,05/28/2023,Keyboard,Central,1289,255
7257,03/02/2023,Laptop,Central,319,67
7258,07/07/2023,Laptop,North,1464,320
7259,12/05/2023,Printer,North,1714,675
7260,06/12/2023,Smartphone,North,588,169
7261,11/20/2023,Smartphone,West,78,16
7262,10/13/2023,Mouse,South,1550,258
7263,07/14/2023,Printer,East,746,215
7264,01/02/2023,Monitor,North,1001,257
7265,12/21/2023,Monitor,West,1392,299
7266,05/29/2023,Mouse,West,1406,248
7267,10/13/2023,Mouse,East,162,53
7268,11/19/2023,Tablet,North,901,253
7269,02/25/2023,Tablet,North,115,41
7270,10/16/2023,Tablet,Central,1669,419
7271,03/26/2023,Smartphone,East,1041,163
7272,01/11/2023,Keyboard,North,962,325
7273,08/03/2023,Laptop,South,1924,247
7274,02/22/2023,Printer,West,1655,473
7275,05/16/2023,Monitor,West,1627,557
7276,02/28/2023,Laptop,Central,764,205
7277,10/06/2023,Tablet,Central,1565,574
7278,01/26/2023,Smartphone,West,1257,464
7279,08/08/2023,Laptop,North,616,74
7280,10/01/2023,Monitor,South,835,105
7281,04/23/2023,Smartphone,South,1910,586
7282,03/21/2023,Smartphone,East,263,88
7283,08/12/2023,Mouse,South,786,291
7284,12/25/2023,Laptop,North,746,187
7285,12/02/2023,Keyboard,North,1039,311
7286,05/31/2023,Laptop,South,1031,189
7287,02/16/2023,Tablet,North,987,342
7288,07/05/2023,Mouse,Central,1490,364
7289,12/29/2023,Mouse,Central,1962,348
7290,10/03/2023,Laptop,North,1740,377
7291,07/08/2023,Smartphone,South,1612,317
7292,09/24/2023,Monitor,East,123,45
7293,04/12/2023,Laptop,North,365,84
7294,12/10/2023,Keyboard,East,1694,472
7295,04/02/2023,Tablet,West,991,232
7296,01/12/2023,Printer,West,398,70
7297,02/08/2023,Monitor,North,919,348
7298,09/26/2023,Monitor,East,613,185
7299,11/26/2023,Printer,West,1121,339
7300,01/28/2023,Monitor,North,112,22
7301,01/16/2023,Keyboard,West,1268,438
7302,08/10/2023,Smartphone,North,435,56
7303,06/14/2023,Tablet,West,1699,548
7304,03/08/2023,Monitor,South,1124,198
7305,07/10/2023,Monitor,Central,1270,290
7306,06/23/2023,Tablet,West,618,146
7307,11/22/2023,Printer,West,455,143
7308,12/08/2023,Laptop,West,508,162
7309,11/29/2023,Tablet,West,1941,199
7310,04/02/2023,Monitor,West,870,238
7311,02/17/2023,Printer,East,1290,436
7312,09/15/2023,Printer,North,606,208
7313,05/10/2023,Printer,Central,1035,118
7314,07/13/2023,Tablet,East,1719,190
7315,04/10/2023,Keyboard,South,235,50
7316,04/27/2023,Monitor,West,1197,387
7317,05/24/2023,Laptop,Central,615,75
7318,04/22/2023,Smartphone,West,1474,551
7319,07/28/2023,Keyboard,West,512,174
7320,11/22/2023,Mouse,South,1967,425
7321,09/21/2023,Monitor,West,1557,397
7322,08/17/2023,Tablet,East,1194,220
7323,09/20/2023,Mouse,East,291,64
7324,07/18/2023,Smartphone,North,936,121
7325,01/24/2023,Printer,South,1507,201
7326,10/30/2023,Tablet,Central,896,200
7327,10/11/2023,Printer,South,1508,194
7328,10/07/2023,Laptop,East,1884,594
7329,12/28/2023,Printer,East,1063,408
7330,08/25/2023,Tablet,South,1834,368
7331,01/14/2023,Printer,Central,401,109
7332,08/05/2023,Tablet,East,440,166
7333,06/27/2023,Monitor,South,634,131
7334,09/16/2023,Printer,West,1476,297
7335,12/07/2023,Mouse,Central,1374,143
7336,05/26/2023,Printer,North,1996,565
7337,10/09/2023,Tablet,South,337,120
7338,04/20/2023,Smartphone,North,290,56
7339,11/09/2023,Printer,Central,928,326
7340,08/16/2023,Keyboard,South,400,132
7341,02/25/2023,Laptop,West,660,259
7342,08/25/2023,Mouse,South,1978,411
7343,12/07/2023,Laptop,East,354,71
7344,10/23/2023,Mouse,South,182,24
